"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR026473","ERR026474","ERR026478","ERR026481","ERR026482","ERR029206","ERR029207"
"group_863","","hypothetical protein","7","7","1","24","50","","","","338","338","338","IABJFMEL_01973","FNKIIBCC_02115","KLCLGNMD_02390","LJFBHMDO_02434","FJKEEGCC_02177","LCKBFCAL_02416","GLGINFII_02586"
"fgd1_3","","F420-dependent glucose-6-phosphate dehydrogenase 1","7","7","1","21","6","","","","1043","1043","1043","IABJFMEL_01948","FNKIIBCC_01990","KLCLGNMD_02319","LJFBHMDO_02778","FJKEEGCC_02652","LCKBFCAL_02613","GLGINFII_02819"
"comEC","","ComE operon protein 3","7","7","1","38","18","","","","1544","1544","1544","IABJFMEL_03077","FNKIIBCC_03095","KLCLGNMD_03259","LJFBHMDO_03097","FJKEEGCC_03138","LCKBFCAL_03359","GLGINFII_03730"
"lppX","","Putative phthiocerol dimycocerosate transporter LppX","7","7","1","13","73","","","","701","701","701","IABJFMEL_00076","FNKIIBCC_00289","KLCLGNMD_00741","LJFBHMDO_00238","FJKEEGCC_00238","LCKBFCAL_00278","GLGINFII_00594"
"group_867","","2-haloacrylate reductase","7","7","1","1","602","","","","968","968","968","IABJFMEL_00122","FNKIIBCC_00138","KLCLGNMD_00065","LJFBHMDO_00136","FJKEEGCC_00027","LCKBFCAL_00454","GLGINFII_00027"
"group_868","","Acyl-CoA dehydrogenase FadE29","7","7","1","17","38","","","","1163","1163","1163","IABJFMEL_01235","FNKIIBCC_01063","KLCLGNMD_01521","LJFBHMDO_02376","FJKEEGCC_02066","LCKBFCAL_01550","GLGINFII_01810"
"group_869","","putative membrane protein","7","7","1","1","306","","","","491","491","491","IABJFMEL_02702","FNKIIBCC_02388","KLCLGNMD_02700","LJFBHMDO_01114","FJKEEGCC_02524","LCKBFCAL_02764","GLGINFII_01321"
"lip2","","Lipase 2","7","7","1","2","279","","","","1235","1295","1277","IABJFMEL_00594","FNKIIBCC_00543","KLCLGNMD_00309","LJFBHMDO_01911","FJKEEGCC_01734","LCKBFCAL_00078","GLGINFII_00261"
"group_870","","Putative cystathionine beta-lyase","7","7","1","2","287","","","","1163","1163","1163","IABJFMEL_00602","FNKIIBCC_00551","KLCLGNMD_00317","LJFBHMDO_01919","FJKEEGCC_01726","LCKBFCAL_00070","GLGINFII_00269"
"group_871","","putative zinc-binding alcohol dehydrogenase","7","7","1","5","125","","","","1154","1154","1154","IABJFMEL_01080","FNKIIBCC_01624","KLCLGNMD_02012","LJFBHMDO_01955","FJKEEGCC_00281","LCKBFCAL_02115","GLGINFII_02370"
"group_872","","Putative S-adenosyl-L-methionine-dependent methyltransferase","7","7","1","7","42","","","","944","944","944","IABJFMEL_00314","FNKIIBCC_00776","KLCLGNMD_00797","LJFBHMDO_00293","FJKEEGCC_00482","LCKBFCAL_00334","GLGINFII_00646"
"bcpB","","Putative peroxiredoxin","7","7","1","6","110","","","","464","464","464","IABJFMEL_01036","FNKIIBCC_00918","KLCLGNMD_01308","LJFBHMDO_01214","FJKEEGCC_00935","LCKBFCAL_01232","GLGINFII_01927"
"group_874","","hypothetical protein","7","7","1","11","81","","","","239","239","239","IABJFMEL_01878","FNKIIBCC_02994","KLCLGNMD_01769","LJFBHMDO_02346","FJKEEGCC_03073","LCKBFCAL_00922","GLGINFII_02118"
"dapB","","4-hydroxy-tetrahydrodipicolinate reductase","7","7","1","18","72","","","","692","692","692","IABJFMEL_01306","FNKIIBCC_01190","KLCLGNMD_01651","LJFBHMDO_01416","FJKEEGCC_01217","LCKBFCAL_01927","GLGINFII_02009"
"group_876","","putative HTH-type transcriptional regulator","7","7","1","6","14","","","","632","632","632","IABJFMEL_03176","FNKIIBCC_03181","KLCLGNMD_03814","LJFBHMDO_03036","FJKEEGCC_03411","LCKBFCAL_03306","GLGINFII_02882"
"kdc","","Alpha-keto-acid decarboxylase","7","7","1","1","204","","","","1682","1682","1682","IABJFMEL_02757","FNKIIBCC_02689","KLCLGNMD_00020","LJFBHMDO_01074","FJKEEGCC_02598","LCKBFCAL_02877","GLGINFII_02709"
"moaA1_1","","GTP 3',8-cyclase 1","7","7","1","2","159","","","","1136","1136","1136","IABJFMEL_00461","FNKIIBCC_01983","KLCLGNMD_01134","LJFBHMDO_03208","FJKEEGCC_02009","LCKBFCAL_00200","GLGINFII_01093"
"group_879","","Putative HTH-type transcriptional regulator","7","7","1","4","136","","","","3257","3257","3257","IABJFMEL_02953","FNKIIBCC_03903","KLCLGNMD_00490","LJFBHMDO_02578","FJKEEGCC_02503","LCKBFCAL_01628","GLGINFII_00386"
"lppO","","Putative lipoprotein LppO","7","7","1","2","284","","","","233","365","270","IABJFMEL_00599","FNKIIBCC_00548","KLCLGNMD_00314","LJFBHMDO_01916","FJKEEGCC_01729","LCKBFCAL_00073","GLGINFII_00266"
"atpFH","","ATP synthase subunit b-delta","7","7","1","8","70","","","","1340","1340","1340","IABJFMEL_03129","FNKIIBCC_03119","KLCLGNMD_03345","LJFBHMDO_03184","FJKEEGCC_03162","LCKBFCAL_01496","GLGINFII_01530"
"murB","","UDP-N-acetylenolpyruvoylglucosamine reductase","7","7","1","4","36","","","","1109","1109","1109","IABJFMEL_02803","FNKIIBCC_00517","KLCLGNMD_00393","LJFBHMDO_00596","FJKEEGCC_00727","LCKBFCAL_00857","GLGINFII_00483"
"group_882","","putative HTH-type transcriptional regulator","7","7","1","4","127","","","","965","965","965","IABJFMEL_02962","FNKIIBCC_02777","KLCLGNMD_00499","LJFBHMDO_02587","FJKEEGCC_02494","LCKBFCAL_01619","GLGINFII_00377"
"group_883","","hypothetical protein","7","7","1","1","251","","","","683","683","683","IABJFMEL_01540","FNKIIBCC_01518","KLCLGNMD_01904","LJFBHMDO_01722","FJKEEGCC_01546","LCKBFCAL_02211","GLGINFII_01368"
"ctpA","","Cation-transporting P-type ATPase A","7","7","1","11","53","","","","2285","2285","2285","IABJFMEL_03757","FNKIIBCC_03022","KLCLGNMD_01741","LJFBHMDO_03810","FJKEEGCC_03045","LCKBFCAL_00894","GLGINFII_02090"
"rmlD","","dTDP-4-dehydrorhamnose reductase","7","7","1","2","119","","","","914","914","914","IABJFMEL_00523","FNKIIBCC_01144","KLCLGNMD_01196","LJFBHMDO_00401","FJKEEGCC_00996","LCKBFCAL_01395","GLGINFII_01031"
"murE","","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase","7","7","1","27","23","","","","1553","1553","1553","IABJFMEL_02475","FNKIIBCC_04005","KLCLGNMD_03998","LJFBHMDO_03276","FJKEEGCC_03321","LCKBFCAL_04003","GLGINFII_03990"
"group_887","","hypothetical protein","7","7","1","2","53","","","","209","209","209","IABJFMEL_02255","FNKIIBCC_02432","KLCLGNMD_02612","LJFBHMDO_00470","FJKEEGCC_02386","LCKBFCAL_02681","GLGINFII_02851"
"group_888","","hypothetical protein","7","7","1","19","56","","","","731","731","731","IABJFMEL_02164","FNKIIBCC_02313","KLCLGNMD_01596","LJFBHMDO_01303","FJKEEGCC_01162","LCKBFCAL_01771","GLGINFII_01884"
"dapE_2","","Putative succinyl-diaminopimelate desuccinylase DapE","7","7","1","3","126","","","","1064","1064","1064","IABJFMEL_03638","FNKIIBCC_03706","KLCLGNMD_02681","LJFBHMDO_00702","FJKEEGCC_03666","LCKBFCAL_03818","GLGINFII_01604"
"group_89","","putative ABC transporter-binding protein","7","7","1","2","316","","","","302","1322","1030","IABJFMEL_00633","FNKIIBCC_00582","KLCLGNMD_00350","LJFBHMDO_04106","FJKEEGCC_04107","LCKBFCAL_00038","GLGINFII_00301"
"thiG","","Thiazole synthase","7","7","1","4","169","","","","758","758","758","IABJFMEL_00963","FNKIIBCC_00450","KLCLGNMD_00459","LJFBHMDO_00529","FJKEEGCC_00660","LCKBFCAL_00791","GLGINFII_00417"
"group_891","","hypothetical protein","7","7","1","18","1","","","","812","812","812","IABJFMEL_01266","FNKIIBCC_01230","KLCLGNMD_01691","LJFBHMDO_01376","FJKEEGCC_01257","LCKBFCAL_01887","GLGINFII_01969"
"group_892","","Soluble secreted antigen MPT53","7","7","1","15","68","","","","548","548","548","IABJFMEL_01443","FNKIIBCC_01358","KLCLGNMD_03891","LJFBHMDO_01784","FJKEEGCC_03878","LCKBFCAL_01337","GLGINFII_01377"
"cmaA2","","Cyclopropane mycolic acid synthase 2","7","7","1","4","13","","","","908","908","908","IABJFMEL_03000","FNKIIBCC_02982","KLCLGNMD_03167","LJFBHMDO_03068","FJKEEGCC_03480","LCKBFCAL_00881","GLGINFII_00507"
"group_894","","hypothetical protein","7","7","1","46","3","","","","695","695","695","IABJFMEL_03584","FNKIIBCC_03668","KLCLGNMD_03750","LJFBHMDO_03693","FJKEEGCC_03619","LCKBFCAL_03767","GLGINFII_03800"
"esxI","","ESAT-6-like protein EsxI","7","7","1","19","39","","","","284","284","284","IABJFMEL_02183","FNKIIBCC_02332","KLCLGNMD_01615","LJFBHMDO_01322","FJKEEGCC_01181","LCKBFCAL_01752","GLGINFII_01903"
"narY","","Respiratory nitrate reductase 2 beta chain","7","7","1","1","256","","","","1676","1676","1676","IABJFMEL_01535","FNKIIBCC_01513","KLCLGNMD_01899","LJFBHMDO_01717","FJKEEGCC_01551","LCKBFCAL_02206","GLGINFII_01363"
"rebM_5","","Demethylrebeccamycin-D-glucose O-methyltransferase","7","7","1","11","57","","","","593","593","593","IABJFMEL_03760","FNKIIBCC_03018","KLCLGNMD_01745","LJFBHMDO_03806","FJKEEGCC_03049","LCKBFCAL_00898","GLGINFII_02094"
"group_898","","hypothetical protein","7","7","1","36","29","","","","470","470","470","IABJFMEL_02924","FNKIIBCC_02935","KLCLGNMD_03127","LJFBHMDO_03022","FJKEEGCC_03042","LCKBFCAL_03292","GLGINFII_03352"
"korB","","2-oxoglutarate oxidoreductase subunit KorB","7","7","1","5","32","","","","1121","1121","1121","IABJFMEL_01166","FNKIIBCC_00998","KLCLGNMD_01452","LJFBHMDO_01518","FJKEEGCC_00371","LCKBFCAL_02471","GLGINFII_01566"
"group_900","","putative multidrug-efflux transporter","7","7","1","6","136","","","","1415","1415","1415","IABJFMEL_01009","FNKIIBCC_00945","KLCLGNMD_01280","LJFBHMDO_01241","FJKEEGCC_00962","LCKBFCAL_01205","GLGINFII_01954"
"lppP","","Putative lipoprotein LppP","7","7","1","2","329","","","","527","527","527","IABJFMEL_00647","FNKIIBCC_00594","KLCLGNMD_00362","LJFBHMDO_02903","FJKEEGCC_02793","LCKBFCAL_00026","GLGINFII_00313"
"mshD_2","","Mycothiol acetyltransferase","7","7","1","9","4","","","","947","947","947","IABJFMEL_03539","FNKIIBCC_03896","KLCLGNMD_03706","LJFBHMDO_03630","FJKEEGCC_03912","LCKBFCAL_03872","GLGINFII_03888"
"group_903","","hypothetical protein","7","7","1","23","29","","","","323","323","323","IABJFMEL_02126","FNKIIBCC_02229","KLCLGNMD_02566","LJFBHMDO_02512","FJKEEGCC_02308","LCKBFCAL_02582","GLGINFII_02758"
"group_904","","Putative peptide transport permease protein","7","7","1","8","44","","","","875","875","875","IABJFMEL_01634","FNKIIBCC_01688","KLCLGNMD_02109","LJFBHMDO_02017","FJKEEGCC_01760","LCKBFCAL_01469","GLGINFII_01503"
"nuoF","","NADH-quinone oxidoreductase subunit F","7","7","1","20","31","","","","1337","1337","1337","IABJFMEL_01570","FNKIIBCC_01658","KLCLGNMD_01935","LJFBHMDO_01754","FJKEEGCC_01619","LCKBFCAL_02031","GLGINFII_02234"
"uctC_1","","Acetyl-CoA:oxalate CoA-transferase","7","7","1","2","125","","","","1184","1184","1184","IABJFMEL_00517","FNKIIBCC_01150","KLCLGNMD_01190","LJFBHMDO_00395","FJKEEGCC_00990","LCKBFCAL_01401","GLGINFII_01037"
"group_907","","hypothetical protein","7","7","1","6","78","","","","227","227","227","IABJFMEL_02056","FNKIIBCC_02081","KLCLGNMD_02511","LJFBHMDO_01173","FJKEEGCC_02277","LCKBFCAL_02519","GLGINFII_02647"
"group_908","","putative SURF1-like protein","7","7","1","2","234","","","","815","815","815","IABJFMEL_00901","FNKIIBCC_00873","KLCLGNMD_00263","LJFBHMDO_00947","FJKEEGCC_00854","LCKBFCAL_00124","GLGINFII_00215"
"mazF4","","Endoribonuclease MazF4","7","7","1","10","29","","","","317","317","317","IABJFMEL_00430","FNKIIBCC_00390","KLCLGNMD_01103","LJFBHMDO_01651","FJKEEGCC_01456","LCKBFCAL_00708","GLGINFII_00901"
"group_91","","hypothetical protein","7","7","1","2","337","","","","482","968","829","IABJFMEL_00654","FNKIIBCC_00601","KLCLGNMD_00369","LJFBHMDO_02911","FJKEEGCC_02785","LCKBFCAL_00019","GLGINFII_00320"
"group_910","","hypothetical protein","7","7","1","6","95","","","","710","710","710","IABJFMEL_01051","FNKIIBCC_00903","KLCLGNMD_01323","LJFBHMDO_01199","FJKEEGCC_00920","LCKBFCAL_01247","GLGINFII_01912"
"secG","","putative protein-export membrane protein SecG","7","7","1","6","174","","","","353","353","353","IABJFMEL_02053","FNKIIBCC_02084","KLCLGNMD_02514","LJFBHMDO_01176","FJKEEGCC_02280","LCKBFCAL_02516","GLGINFII_02644"
"mobA","","putative molybdenum cofactor guanylyltransferase","7","7","1","5","31","","","","536","536","536","IABJFMEL_01165","FNKIIBCC_00999","KLCLGNMD_01451","LJFBHMDO_01517","FJKEEGCC_00372","LCKBFCAL_02470","GLGINFII_01565"
"group_913","","Intracellular chorismate mutase","7","7","1","1","496","","","","272","272","272","IABJFMEL_00773","FNKIIBCC_00031","KLCLGNMD_00635","LJFBHMDO_00881","FJKEEGCC_00533","LCKBFCAL_01096","GLGINFII_01174"
"metC","","Cystathionine beta-lyase","7","7","1","11","73","","","","1172","1172","1172","IABJFMEL_01886","FNKIIBCC_03002","KLCLGNMD_01761","LJFBHMDO_02354","FJKEEGCC_03065","LCKBFCAL_00914","GLGINFII_02110"
"group_915","","hypothetical protein","7","7","1","30","27","","","","350","350","350","IABJFMEL_02485","FNKIIBCC_02494","KLCLGNMD_02804","LJFBHMDO_02699","FJKEEGCC_02545","LCKBFCAL_02825","GLGINFII_03024"
"group_916","","hypothetical protein","7","7","1","6","112","","","","659","659","659","IABJFMEL_01034","FNKIIBCC_00920","KLCLGNMD_01306","LJFBHMDO_01216","FJKEEGCC_00937","LCKBFCAL_01230","GLGINFII_01929"
"betI_2","","HTH-type transcriptional regulator BetI","7","7","1","3","143","","","","638","638","638","IABJFMEL_02213","FNKIIBCC_03060","KLCLGNMD_02664","LJFBHMDO_00685","FJKEEGCC_03121","LCKBFCAL_03324","GLGINFII_01621"
"group_918","","hypothetical protein","7","7","1","16","77","","","","278","278","278","IABJFMEL_01648","FNKIIBCC_01783","KLCLGNMD_02123","LJFBHMDO_02067","FJKEEGCC_01856","LCKBFCAL_01692","GLGINFII_01720"
"ethR_2","","HTH-type transcriptional regulator EthR","7","7","1","30","12","","","","650","650","650","IABJFMEL_02506","FNKIIBCC_02515","KLCLGNMD_02825","LJFBHMDO_02678","FJKEEGCC_02566","LCKBFCAL_02846","GLGINFII_03002"
"tcdA","","tRNA threonylcarbamoyladenosine dehydratase","7","7","1","2","340","","","","785","956","858","IABJFMEL_00656","FNKIIBCC_00603","KLCLGNMD_00371","LJFBHMDO_02913","FJKEEGCC_02783","LCKBFCAL_00017","GLGINFII_00322"
"group_920","","Antitoxin VapB30","7","7","1","1","417","","","","254","254","254","IABJFMEL_02031","FNKIIBCC_01302","KLCLGNMD_00976","LJFBHMDO_01598","FJKEEGCC_01404","LCKBFCAL_00633","GLGINFII_00825"
"treY","","Putative maltooligosyl trehalose synthase","7","7","1","10","58","","","","2297","2297","2297","IABJFMEL_00358","FNKIIBCC_00318","KLCLGNMD_01031","LJFBHMDO_01457","FJKEEGCC_01314","LCKBFCAL_00780","GLGINFII_00973"
"group_922","","PE-PGRS family protein PE_PGRS16","7","7","1","16","63","","","","1676","1676","1676","IABJFMEL_01663","FNKIIBCC_01768","KLCLGNMD_02138","LJFBHMDO_02082","FJKEEGCC_01841","LCKBFCAL_01707","GLGINFII_01735"
"prcA","","Proteasome subunit alpha","7","7","1","42","13","","","","710","710","710","IABJFMEL_03363","FNKIIBCC_03970","KLCLGNMD_03484","LJFBHMDO_03399","FJKEEGCC_03444","LCKBFCAL_03566","GLGINFII_03606"
"group_924","","hypothetical protein","7","7","1","3","121","","","","254","254","254","IABJFMEL_02206","FNKIIBCC_03671","KLCLGNMD_03766","LJFBHMDO_03690","FJKEEGCC_03640","LCKBFCAL_03763","GLGINFII_03821"
"arsB","","Arsenical pump membrane protein","7","7","1","17","72","","","","1208","1208","1208","IABJFMEL_01200","FNKIIBCC_01028","KLCLGNMD_01486","LJFBHMDO_02411","FJKEEGCC_02101","LCKBFCAL_01515","GLGINFII_01775"
"group_926","","hypothetical protein","7","7","1","18","4","","","","311","311","311","IABJFMEL_01269","FNKIIBCC_01227","KLCLGNMD_01688","LJFBHMDO_01379","FJKEEGCC_01254","LCKBFCAL_01890","GLGINFII_01972"
"group_927","","Putative cytochrome P450 135A1","7","7","1","14","98","","","","1349","1349","1349","IABJFMEL_02549","FNKIIBCC_02596","KLCLGNMD_02944","LJFBHMDO_02790","FJKEEGCC_02724","LCKBFCAL_02979","GLGINFII_03058"
"plsC_1","","1-acyl-sn-glycerol-3-phosphate acyltransferase","7","7","1","2","16","","","","743","743","743","IABJFMEL_03685","FNKIIBCC_00817","KLCLGNMD_00207","LJFBHMDO_00891","FJKEEGCC_00910","LCKBFCAL_03935","GLGINFII_03932"
"catD","","3-oxoadipate enol-lactonase 2","7","7","1","5","120","","","","1337","1337","1337","IABJFMEL_01074","FNKIIBCC_03475","KLCLGNMD_03580","LJFBHMDO_03476","FJKEEGCC_00275","LCKBFCAL_03666","GLGINFII_03718"
"dgt","","Deoxyguanosinetriphosphate triphosphohydrolase-like protein","7","7","1","2","346","","","","1295","1322","1302","IABJFMEL_00663","FNKIIBCC_00610","KLCLGNMD_00378","LJFBHMDO_02920","FJKEEGCC_02775","LCKBFCAL_00010","GLGINFII_00329"
"merR1","","Mercuric resistance operon regulatory protein","7","7","1","45","16","","","","440","440","440","IABJFMEL_03434","FNKIIBCC_03425","KLCLGNMD_03554","LJFBHMDO_03448","FJKEEGCC_03491","LCKBFCAL_03657","GLGINFII_03676"
"group_931","","hypothetical protein","7","7","1","27","9","","","","158","158","158","IABJFMEL_02446","FNKIIBCC_03740","KLCLGNMD_03795","LJFBHMDO_03719","FJKEEGCC_03688","LCKBFCAL_03147","GLGINFII_03246"
"group_932","","hypothetical protein","7","7","1","16","36","","","","1496","1496","1496","IABJFMEL_01690","FNKIIBCC_01741","KLCLGNMD_02165","LJFBHMDO_02109","FJKEEGCC_01814","LCKBFCAL_01734","GLGINFII_01762"
"group_933","","hypothetical protein","7","7","1","35","7","","","","884","884","884","IABJFMEL_04064","FNKIIBCC_04065","KLCLGNMD_03508","LJFBHMDO_04065","FJKEEGCC_03711","LCKBFCAL_03583","GLGINFII_04059"
"nuoJ","","NADH-quinone oxidoreductase subunit J","7","7","1","20","27","","","","788","788","788","IABJFMEL_01566","FNKIIBCC_01654","KLCLGNMD_01931","LJFBHMDO_01750","FJKEEGCC_01615","LCKBFCAL_02035","GLGINFII_02238"
"group_935","","Putative peptidoglycan hydrolase","7","7","1","37","25","","","","722","722","722","IABJFMEL_02724","FNKIIBCC_02656","KLCLGNMD_03041","LJFBHMDO_02940","FJKEEGCC_02818","LCKBFCAL_03096","GLGINFII_03195"
"group_936","","Putative dioxygenase","7","7","1","34","2","","","","869","869","869","IABJFMEL_03095","FNKIIBCC_02207","KLCLGNMD_02544","LJFBHMDO_02462","FJKEEGCC_02233","LCKBFCAL_02486","GLGINFII_02642"
"group_937","","putative fatty acid methyltransferase","7","7","1","7","91","","","","1283","1283","1283","IABJFMEL_00262","FNKIIBCC_00725","KLCLGNMD_00848","LJFBHMDO_00344","FJKEEGCC_00431","LCKBFCAL_00385","GLGINFII_00697"
"group_938","","hypothetical protein","7","7","1","2","168","","","","434","434","434","IABJFMEL_00470","FNKIIBCC_01974","KLCLGNMD_01143","LJFBHMDO_03217","FJKEEGCC_02018","LCKBFCAL_00191","GLGINFII_01084"
"rapA","","RNA polymerase-associated protein RapA","7","7","1","14","66","","","","3041","3041","3041","IABJFMEL_03963","FNKIIBCC_03954","KLCLGNMD_03943","LJFBHMDO_03932","FJKEEGCC_03906","LCKBFCAL_03965","GLGINFII_02423"
"plcC","","Phospholipase C 3","7","7","1","2","351","","","","521","1553","1258","IABJFMEL_00668","FNKIIBCC_00615","KLCLGNMD_00383","LJFBHMDO_02925","FJKEEGCC_02770","LCKBFCAL_00005","GLGINFII_00334"
"hflK","","Modulator of FtsH protease HflK","7","7","1","10","21","","","","1145","1145","1145","IABJFMEL_00438","FNKIIBCC_00398","KLCLGNMD_01111","LJFBHMDO_01659","FJKEEGCC_01448","LCKBFCAL_00700","GLGINFII_00893"
"otsA","","Trehalose-6-phosphate synthase","7","7","1","1","310","","","","1502","1502","1502","IABJFMEL_02698","FNKIIBCC_02392","KLCLGNMD_02704","LJFBHMDO_01110","FJKEEGCC_02520","LCKBFCAL_02760","GLGINFII_01317"
"group_942","","3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase","7","7","1","7","86","","","","1001","1001","1001","IABJFMEL_00268","FNKIIBCC_00731","KLCLGNMD_00842","LJFBHMDO_00338","FJKEEGCC_00437","LCKBFCAL_00379","GLGINFII_00691"
"group_943","","putative membrane protein","7","7","1","4","114","","","","683","683","683","IABJFMEL_02975","FNKIIBCC_02790","KLCLGNMD_00512","LJFBHMDO_02600","FJKEEGCC_02481","LCKBFCAL_01606","GLGINFII_00364"
"pucR_2","","Purine catabolism regulatory protein","7","7","1","6","69","","","","1268","1268","1268","IABJFMEL_02065","FNKIIBCC_02072","KLCLGNMD_02502","LJFBHMDO_01164","FJKEEGCC_02268","LCKBFCAL_02528","GLGINFII_02656"
"birA","","Bifunctional ligase/repressor BirA","7","7","1","2","132","","","","800","800","800","IABJFMEL_00510","FNKIIBCC_01157","KLCLGNMD_01183","LJFBHMDO_00388","FJKEEGCC_00983","LCKBFCAL_01408","GLGINFII_01044"
"group_946","","hypothetical protein","7","7","1","4","53","","","","794","794","794","IABJFMEL_02786","FNKIIBCC_00500","KLCLGNMD_00409","LJFBHMDO_00579","FJKEEGCC_00710","LCKBFCAL_00841","GLGINFII_00467"
"group_947","","Antitoxin VapB39","7","7","1","2","164","","","","242","242","242","IABJFMEL_00466","FNKIIBCC_01978","KLCLGNMD_01139","LJFBHMDO_03213","FJKEEGCC_02014","LCKBFCAL_00195","GLGINFII_01088"
"ahpC","","Alkyl hydroperoxide reductase subunit C","7","7","1","5","8","","","","587","587","587","IABJFMEL_01142","FNKIIBCC_01022","KLCLGNMD_01428","LJFBHMDO_03894","FJKEEGCC_03853","LCKBFCAL_02447","GLGINFII_01542"
"group_949","","5'-3' exonuclease","7","7","1","14","52","","","","920","920","920","IABJFMEL_03884","FNKIIBCC_01928","KLCLGNMD_03938","LJFBHMDO_02272","FJKEEGCC_03891","LCKBFCAL_03921","GLGINFII_02413"
"group_950","","Putative pterin-4-alpha-carbinolamine dehydratase","7","7","1","12","10","","","","395","395","395","IABJFMEL_00677","FNKIIBCC_00624","KLCLGNMD_01419","LJFBHMDO_00796","FJKEEGCC_00824","LCKBFCAL_01000","GLGINFII_01296"
"group_951","","hypothetical protein","7","7","1","4","173","","","","629","629","629","IABJFMEL_00959","FNKIIBCC_00454","KLCLGNMD_00455","LJFBHMDO_00533","FJKEEGCC_00664","LCKBFCAL_00795","GLGINFII_00421"
